g0_m,g1_m,g2_m,g3_m,g4_m,g5_m,g6_m,g7_m,g8_m,g0_s,g1_s,g2_s,g3_s,g4_s,g5_s,g6_s,g7_s,g8_s,label
14,2,4,4,4,6,3,5,3,0,0,0,2,2,2,1,1,2,2
6,6,4,3,4,5,4,5,3,0,0,0,2,2,2,1,1,2,2
9,9,4,4,5,5,2,5,3,0,0,0,2,2,2,1,1,2,2
6,2,4,3,4,5,4,4,3,0,0,0,2,2,2,1,1,2,2
4,2,5,4,4,6,3,4,3,0,0,0,2,2,2,1,1,2,2
13,10,4,4,5,5,4,4,3,0,0,0,2,1,2,1,1,2,2
6,2,5,3,4,5,3,4,3,0,0,0,2,1,2,1,1,2,2
8,5,5,4,4,5,3,5,3,0,0,0,2,1,2,1,1,2,2
11,7,5,4,4,6,3,5,3,0,0,0,2,1,2,1,1,2,2
10,2,4,4,4,5,3,5,3,0,0,0,1,1,2,1,1,2,2
2,4,5,4,4,6,3,5,3,0,0,0,1,1,2,1,1,2,2
7,2,4,4,4,5,3,4,4,0,0,0,2,1,2,1,1,2,2
5,5,5,4,5,5,4,4,3,0,0,0,2,1,2,1,1,2,2
5,7,5,3,4,5,3,4,3,0,0,0,2,1,2,1,1,2,2
11,10,4,4,4,5,3,4,3,0,0,0,2,2,2,1,1,2,2
4,4,4,4,4,5,3,4,4,0,0,0,2,2,2,1,1,2,2
8,3,4,3,3,6,3,5,3,0,0,0,2,2,2,1,1,2,2
3,5,4,3,4,6,3,4,3,0,0,0,2,2,2,1,1,2,2
7,3,5,4,4,5,3,4,3,0,0,0,2,2,2,1,1,2,2
6,7,4,4,4,5,3,5,4,0,0,0,2,2,2,1,1,2,2
5,3,4,3,4,5,4,4,3,0,0,0,2,2,2,1,1,2,2
8,5,4,3,4,5,4,4,3,0,0,0,2,2,2,1,1,2,2
7,2,5,4,4,5,4,4,3,0,0,0,2,2,2,1,1,2,2
11,8,4,4,5,4,4,5,3,0,0,0,2,2,2,1,1,2,2
7,2,4,3,4,5,3,5,3,0,0,0,2,2,2,1,1,2,2
4,5,4,4,4,5,4,4,3,0,0,0,2,2,2,1,1,2,2
10,8,4,3,4,5,3,4,4,0,0,0,2,2,2,1,1,2,2
10,7,4,4,4,5,3,5,3,0,0,0,2,2,2,1,1,2,2
8,8,5,4,5,4,4,4,3,0,0,0,2,2,2,1,1,2,2
10,3,5,3,3,6,3,4,3,0,0,0,2,2,2,1,1,2,2
7,4,5,3,4,5,4,4,3,0,0,0,2,2,2,1,2,2,2
10,5,5,3,4,6,3,5,3,0,0,0,2,2,2,1,1,2,2
6,5,4,3,3,5,3,4,4,0,0,0,2,2,2,1,1,2,2
13,9,4,4,4,6,2,5,3,0,0,0,1,2,2,2,1,2,2
10,5,4,3,4,5,4,4,4,0,0,0,1,2,2,2,1,2,2
7,2,4,4,4,5,3,4,3,0,0,0,1,2,2,2,1,2,2
9,9,4,3,4,5,4,4,3,0,0,0,1,2,2,2,1,2,2
6,8,4,4,4,5,3,5,3,0,0,0,1,2,2,2,1,2,2
5,3,4,4,4,5,4,4,4,0,0,0,1,2,2,2,1,2,2
6,3,4,4,4,5,3,5,3,0,0,0,1,2,2,2,1,2,2
9,3,3,3,4,5,3,4,3,0,0,0,1,2,2,2,2,2,2
15,5,4,4,4,5,4,4,3,0,0,0,1,2,2,2,2,2,2
3,5,4,4,4,5,3,5,3,0,0,0,1,2,2,2,2,2,2
4,4,4,3,4,6,3,4,4,0,0,0,1,2,2,2,2,2,2
7,2,4,4,4,5,4,4,3,0,0,0,1,2,2,2,2,2,2
9,7,5,3,4,4,4,4,3,0,0,0,1,1,2,2,2,2,2
9,2,4,4,4,6,3,5,3,0,0,0,1,1,2,2,2,2,2
6,4,3,3,4,5,3,4,3,0,0,0,1,2,2,2,2,2,2
13,6,5,4,4,5,4,4,4,0,0,0,1,1,2,2,2,2,2
12,6,4,3,4,5,3,4,3,0,0,0,1,1,2,2,1,2,2
7,6,5,4,5,5,3,4,4,0,0,0,1,1,2,2,1,2,2
7,8,4,4,4,6,3,5,3,0,0,0,1,1,2,2,1,2,2
5,6,4,4,4,6,3,5,4,0,0,0,1,1,2,2,1,2,2
3,2,4,3,4,5,3,5,3,0,0,0,1,1,2,2,1,2,2
5,7,4,3,4,5,3,5,3,0,0,0,1,1,2,2,1,2,2
7,3,4,4,4,5,4,4,3,0,0,0,1,1,2,2,1,2,2
4,5,5,4,5,4,4,5,3,0,0,0,1,1,1,2,1,2,2
9,1,4,4,4,6,3,4,4,0,0,0,1,1,2,2,1,2,2
10,3,4,4,4,6,3,5,3,0,0,0,1,1,2,2,1,2,2
5,3,4,3,4,5,4,3,4,0,0,0,1,1,2,2,1,2,2
7,4,4,3,4,5,3,5,3,0,0,0,1,1,2,2,1,2,2
4,5,4,3,4,5,3,4,4,0,0,0,2,1,2,2,1,2,2
15,7,4,4,5,5,4,4,4,0,0,0,2,1,2,2,1,2,2
7,4,3,4,4,5,4,4,4,0,0,0,2,1,2,2,1,2,2
8,2,4,4,5,4,4,4,4,0,0,0,2,1,2,2,1,2,2
6,7,4,3,4,6,3,4,3,0,0,0,2,1,2,2,1,2,2
9,3,4,4,5,5,4,5,3,0,0,0,2,1,2,2,1,2,2
6,3,5,4,4,6,3,4,4,0,0,0,2,1,2,2,2,2,2
8,5,4,3,4,5,3,4,4,0,0,0,2,1,2,2,2,2,2
10,5,4,4,5,6,3,4,4,0,0,0,2,1,1,2,2,2,2
3,3,4,4,4,5,3,4,3,0,0,0,2,1,1,2,2,2,2
6,3,3,3,4,5,3,5,3,0,0,0,2,1,2,2,2,2,2
11,5,4,3,4,5,3,4,4,0,0,0,2,1,2,2,2,2,2
8,4,4,4,4,5,3,4,3,0,0,0,2,1,2,1,2,2,2
16,6,4,3,4,5,3,5,3,0,0,0,2,1,2,1,2,2,2
6,3,4,4,5,5,3,4,4,0,0,0,2,1,2,1,2,2,2
10,4,3,4,4,5,4,4,3,0,0,0,2,1,2,1,2,2,2
8,4,4,3,4,5,3,5,3,0,0,0,2,1,2,1,2,2,2
9,6,4,3,4,5,3,4,4,0,0,0,2,1,2,2,2,2,2
6,2,5,4,4,5,3,5,4,0,0,0,2,1,2,2,2,2,2
5,7,4,4,5,5,3,5,3,0,0,0,2,1,2,2,2,2,2
7,4,4,4,4,5,3,5,3,0,0,0,2,1,2,2,2,2,2
4,3,4,4,4,5,3,4,3,0,0,0,2,2,2,2,2,2,2
20,7,4,3,4,5,4,4,3,0,0,0,2,2,2,2,2,2,2
6,3,4,3,4,5,3,5,3,0,0,0,2,2,2,2,2,2,2
5,3,4,3,4,5,3,4,4,0,0,0,2,1,2,2,2,2,2
8,3,4,4,5,5,3,5,3,0,0,0,2,2,1,2,2,2,2
8,3,5,4,4,5,4,4,3,0,0,0,2,2,1,2,2,2,2
6,2,4,4,4,5,4,4,3,0,0,0,2,2,2,2,2,2,2
8,2,4,3,4,5,3,4,4,0,0,0,2,2,1,2,2,2,2
7,2,4,3,4,5,3,4,3,0,0,0,2,2,1,2,2,2,2
4,3,4,3,4,5,4,4,3,0,0,0,2,2,1,2,2,2,2
10,3,4,4,4,5,3,5,3,0,0,0,2,2,1,2,2,2,2
10,2,4,3,4,5,3,4,3,0,0,0,2,2,1,2,2,2,2
3,2,4,4,4,5,3,5,3,0,0,0,2,2,1,2,2,2,2
12,4,4,3,4,6,3,5,3,0,0,0,2,2,1,2,2,2,2
6,2,4,4,4,5,3,4,3,0,0,0,2,2,1,2,2,2,2
6,2,4,3,4,5,4,4,4,0,0,0,2,2,1,2,2,2,2
4,4,4,4,4,5,3,4,3,0,0,0,2,2,1,2,2,2,2
7,3,4,4,4,5,3,4,3,0,0,0,2,2,1,2,1,2,2
5,1,4,4,4,5,4,4,3,0,0,0,2,2,1,2,2,2,2
6,5,4,4,4,5,3,4,3,0,0,0,2,2,1,2,2,2,2
3,5,5,3,4,5,3,4,4,0,0,0,2,2,1,2,2,2,2
8,7,4,4,5,5,3,5,4,0,0,0,2,2,1,2,2,2,2
5,5,4,3,4,5,4,4,3,0,0,0,2,2,1,2,2,2,2
6,7,5,4,4,5,3,4,3,0,0,0,2,2,1,2,2,2,2
5,5,4,4,4,6,3,4,3,0,0,0,2,2,1,2,2,2,2
5,6,4,4,4,5,4,4,3,0,0,0,2,2,1,2,2,2,2
3,2,4,3,4,5,4,5,3,0,0,0,2,2,1,2,2,2,2
14,11,4,3,4,5,4,4,3,0,0,0,2,2,1,2,2,2,2
4,6,4,4,4,6,3,4,3,0,0,0,2,2,1,2,2,2,2
13,5,4,3,4,5,3,4,4,0,0,0,2,2,1,2,2,2,2
8,4,4,3,4,5,3,5,4,0,0,0,2,2,1,2,1,2,2
7,4,4,3,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
10,8,4,3,4,5,3,4,3,0,0,0,2,2,1,2,1,2,2
10,6,4,4,4,5,4,5,3,0,0,0,2,2,1,2,1,2,2
11,5,4,4,4,5,4,5,3,0,0,0,2,2,1,2,1,2,2
9,3,4,3,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
14,8,4,4,4,5,4,4,3,0,0,0,2,2,1,2,1,2,2
7,5,4,4,4,5,3,4,4,0,0,0,2,2,1,2,1,2,2
5,6,4,3,4,5,4,4,3,0,0,0,2,2,1,2,1,2,2
3,5,4,4,4,5,3,4,3,0,0,0,2,2,1,2,1,2,2
7,2,4,3,4,5,4,4,3,0,0,0,2,2,1,2,1,2,2
8,7,4,4,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
5,3,4,3,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
7,6,4,3,4,5,3,4,3,0,0,0,2,2,1,2,1,2,2
10,8,5,3,4,5,3,4,3,0,0,0,2,2,1,2,1,2,2
5,4,4,4,4,5,4,4,3,0,0,0,2,2,1,2,1,2,2
5,3,4,3,3,5,3,5,3,0,0,0,2,2,1,2,1,2,2
4,5,4,4,4,6,3,5,3,0,0,0,2,2,1,2,1,2,2
10,8,5,3,4,5,4,4,4,0,0,0,2,2,1,2,1,2,2
8,5,4,3,4,5,4,5,3,0,0,0,2,2,1,2,1,2,2
3,3,5,4,4,5,4,5,3,0,0,0,2,2,1,2,1,2,2
6,6,4,3,5,5,3,5,3,0,0,0,2,2,1,2,1,2,2
9,8,4,4,5,5,4,4,4,0,0,0,2,2,1,2,1,2,2
7,5,5,3,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
4,5,4,3,4,5,3,4,4,0,0,0,2,2,1,2,1,2,2
6,4,5,4,5,5,3,5,3,0,0,0,2,2,1,2,1,2,2
10,8,4,3,3,6,3,4,3,0,0,0,2,2,1,2,1,2,2
12,7,4,4,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
4,2,3,4,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
12,5,4,3,4,5,3,4,3,0,0,0,2,2,1,2,1,2,2
6,3,4,3,4,5,3,5,3,0,0,0,2,2,1,2,1,2,2
10,5,4,4,4,5,3,4,3,0,0,0,2,2,2,2,1,2,2
5,3,4,4,4,5,3,5,3,0,0,0,2,2,2,2,1,2,2
5,2,4,3,4,6,3,5,3,0,0,0,2,2,2,2,1,2,2
9,4,5,4,4,5,4,4,3,0,0,0,2,2,2,2,1,2,2
7,2,4,4,4,5,3,5,3,0,0,0,2,2,2,2,1,2,2
6,6,5,4,5,5,4,4,4,0,0,0,2,2,2,2,1,2,2
5,6,5,3,4,5,3,4,3,0,0,0,2,2,2,1,1,2,2
8,5,4,4,4,5,3,4,3,0,0,0,2,2,2,1,1,2,2
8,6,4,4,5,5,4,4,3,0,0,0,2,2,2,2,1,2,2
4,5,4,3,4,5,4,4,4,0,0,0,2,1,2,2,1,2,2
3,4,3,3,4,5,3,5,3,0,0,0,2,1,2,2,1,2,2
9,3,4,3,4,5,4,4,3,0,0,0,1,2,2,2,1,2,2
7,6,4,3,4,5,4,4,3,0,0,0,1,1,2,2,1,2,2
6,5,4,3,4,6,3,5,3,0,0,0,1,2,2,2,1,2,2
6,3,4,4,4,5,3,4,3,0,0,0,1,2,2,2,1,2,2
4,4,3,4,4,5,3,5,3,0,0,0,1,1,2,2,1,2,2
8,4,5,4,4,5,3,4,4,0,0,0,2,2,2,2,1,2,2
17,10,4,4,4,5,3,4,3,0,0,0,2,2,2,2,1,2,2
11,7,4,3,4,5,3,5,3,0,0,0,2,2,2,2,1,2,2
8,3,5,4,5,5,4,4,3,0,0,0,2,2,2,2,2,2,2
12,9,5,4,4,5,4,4,3,0,0,0,2,2,2,2,2,2,2
6,3,4,4,5,4,4,4,3,0,0,0,2,2,2,2,2,2,2
7,5,4,3,4,5,4,4,4,0,0,0,2,2,2,2,2,2,2
11,2,4,3,4,5,3,4,3,0,0,0,1,2,2,2,2,2,2
5,6,5,3,4,5,3,4,4,0,0,0,1,2,2,2,2,2,2
4,8,4,3,4,5,3,5,3,0,0,0,1,2,2,2,2,2,2
5,4,4,4,5,4,3,5,3,0,0,0,2,2,2,2,2,2,2
10,2,5,3,3,6,4,4,3,0,0,0,2,2,2,2,2,2,2
8,5,5,4,5,5,4,4,3,0,0,0,2,2,2,2,2,2,2
5,3,4,3,4,5,3,5,3,0,0,0,2,2,2,2,2,2,2
4,3,4,4,5,5,3,5,3,0,0,0,2,2,2,2,2,2,2
9,5,5,4,4,5,3,5,3,0,0,0,2,2,2,2,2,2,2
6,5,4,4,5,5,3,4,3,0,0,0,2,2,2,2,2,2,2
7,6,3,3,4,6,3,5,3,0,0,0,2,2,2,2,2,2,2
4,6,5,4,4,5,3,5,3,0,0,0,2,2,2,2,1,2,2
9,6,4,3,4,5,3,4,3,0,0,0,2,2,2,1,1,2,2
7,4,4,3,4,5,3,4,4,0,0,0,2,2,2,1,2,2,2
6,6,4,4,4,5,3,5,3,0,0,0,2,2,2,1,1,2,2
10,9,4,4,5,5,3,4,3,0,0,0,2,2,2,1,2,2,2
6,3,3,3,4,5,3,5,3,0,0,0,2,2,2,2,2,2,2
10,9,4,3,4,5,3,5,2,0,0,0,2,2,2,2,1,3,2
7,3,5,4,5,5,4,4,3,0,0,0,2,2,2,2,2,2,2
12,6,4,3,4,5,3,4,3,0,0,0,2,2,2,2,2,2,2
8,4,5,4,4,6,4,4,4,0,0,0,2,2,2,2,2,2,2
18,9,4,3,4,5,3,5,3,0,0,0,2,2,2,1,2,2,2
18,10,4,3,4,5,4,4,4,0,0,0,2,2,2,1,2,2,2
7,2,4,3,4,5,4,5,3,0,0,0,2,2,2,1,2,3,2
12,6,4,4,5,5,3,5,3,0,0,0,2,2,2,1,2,2,2
11,9,4,4,4,5,3,5,3,0,0,0,2,2,2,1,2,2,2
5,2,4,4,5,4,4,3,4,0,0,0,2,2,2,1,2,2,2
6,5,4,3,4,5,3,5,4,0,0,0,1,2,2,1,2,2,2
14,7,4,4,4,6,3,5,3,0,0,0,1,2,2,1,2,2,2
5,3,4,3,5,4,4,4,3,0,0,0,1,2,2,1,2,2,2
16,12,4,3,4,5,4,4,4,0,0,0,1,2,2,1,2,2,2
4,7,5,3,4,6,3,4,3,0,0,0,1,2,2,2,2,2,2
6,8,4,4,4,5,4,4,3,0,0,0,1,1,2,2,2,2,2
10,4,4,3,4,5,4,4,3,0,0,0,1,1,2,2,2,2,2
4,4,5,4,4,5,3,5,3,0,0,0,1,1,2,2,2,2,2
7,5,4,3,4,5,4,4,3,0,0,0,1,1,2,2,2,2,2
9,3,5,4,4,5,4,4,3,0,0,0,1,1,2,2,2,2,2
6,3,4,3,4,5,3,5,4,0,0,0,1,1,2,2,2,2,2
3,3,4,4,4,5,3,5,3,0,0,0,2,1,2,2,2,2,2
12,3,4,3,3,6,2,5,3,0,0,0,2,1,2,2,2,2,2
3,4,5,3,4,5,4,4,3,0,0,0,2,1,2,2,2,2,2
6,4,5,4,5,5,4,4,4,0,0,0,1,1,2,1,2,2,2
7,6,4,4,4,5,4,4,3,0,0,0,1,1,2,2,2,2,2
10,4,5,3,4,6,3,5,3,0,0,0,1,1,2,2,1,2,2
4,3,4,4,5,4,3,4,3,0,0,0,1,1,2,2,2,2,2
9,6,5,4,4,5,3,4,3,0,0,0,1,1,2,2,2,2,2
11,4,4,3,4,5,3,5,3,0,0,0,1,1,2,2,2,2,2
4,4,4,3,4,5,3,4,3,0,0,0,1,1,2,2,2,2,2
8,3,4,3,3,5,3,4,3,0,0,0,1,1,2,2,2,2,2
6,6,4,4,4,5,4,4,3,0,0,0,1,1,2,2,2,2,2
4,3,4,4,5,5,3,5,3,0,0,0,1,1,2,2,2,2,2
13,1,5,4,5,5,3,4,3,0,0,0,1,1,1,2,2,2,2
12,6,4,4,4,6,4,4,3,0,0,0,1,1,1,2,2,2,2
13,7,5,4,5,5,3,5,3,0,0,0,1,1,2,2,2,2,2
8,4,4,4,4,5,3,4,4,0,0,0,1,1,1,2,2,2,2
7,5,4,3,4,6,3,5,3,0,0,0,1,2,1,2,2,2,2
6,4,4,4,4,5,4,4,3,0,0,0,1,2,1,2,2,2,2
8,5,5,3,4,5,3,4,4,0,0,0,1,2,1,2,2,2,2
3,2,5,4,4,6,3,4,4,0,0,0,1,2,1,2,2,2,2
6,6,4,3,4,5,4,5,3,0,0,0,1,2,2,2,2,2,2
10,4,5,3,4,5,3,4,3,0,0,0,1,2,2,2,2,2,2
8,2,4,3,4,5,3,4,3,0,0,0,2,2,2,2,2,2,2
9,6,4,3,4,5,4,4,4,0,0,0,2,2,2,2,2,2,2
7,6,4,4,4,6,3,4,3,0,0,0,2,2,2,2,2,2,2
8,4,3,3,4,5,3,4,4,0,0,0,2,2,2,2,2,2,2
11,8,4,4,5,5,3,4,3,0,0,0,2,2,2,2,2,2,2
5,6,4,4,5,5,3,5,3,0,0,0,2,2,2,1,2,2,2
14,3,4,3,5,5,3,4,3,0,0,0,2,2,2,1,1,2,2
6,4,4,4,3,6,3,4,4,0,0,0,2,2,1,1,1,2,2
6,3,4,3,4,5,4,4,3,0,0,0,2,2,1,1,1,2,2
6,2,4,4,4,6,3,5,3,0,0,0,2,2,1,1,1,2,2
4,4,4,4,4,6,3,4,4,0,0,0,2,2,2,1,1,2,2
8,2,4,3,4,5,3,5,3,0,0,0,2,2,1,1,1,2,2
10,4,5,4,4,6,3,5,3,0,0,0,2,2,1,1,1,2,2
12,6,4,4,4,5,3,4,3,0,0,0,2,2,1,1,1,2,2
6,6,5,3,4,5,3,4,3,0,0,0,2,2,2,1,1,2,2
9,8,3,3,4,5,3,4,3,0,0,0,2,2,2,1,1,2,2
4,2,5,4,4,5,3,5,3,0,0,0,2,2,2,1,1,2,2
4,2,5,4,4,5,3,4,4,0,0,0,2,2,2,1,1,2,2
8,7,4,4,4,5,3,5,3,0,0,0,2,1,2,1,1,2,2
5,3,5,3,4,5,3,5,3,0,0,0,2,1,2,1,1,2,2
